CICompoundList,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SMILES,CAS
2-Amino-5-chloro-3-methylbenzoic acid,20776-67-4,,185.61,C8H8ClNO2,Cc1cc(Cl)cc(C(O)=O)c1N,Cc1cc(Cl)cc(C(=O)O)c1N,20776-67-4
"2-Amino-5-bromopyridine, 97%",1072-97-5,,173.013,C5H5BrN2,Nc1ccc(Br)cn1,,
2-Amino-5-bromopyrazine,59489-71-3,,174.001,C4H4BrN3,Nc1cnc(Br)cn1,Nc1cnc(Br)cn1,59489-71-3
2-Amino-5-bromobenzoic acid,5794-88-7,,216.034,C7H6BrNO2,Nc1ccc(Br)cc1C(O)=O,Nc1ccc(Br)cc1C(=O)O,5794-88-7
"2-AMINO-5-(4,4,5,5-TETRAMETHYL-1,3,2-DIOXABOROLAN-2-YL)PYRIDINE",827614-64-2,,220.08,C11H17BN2O2,CC1(C)OB(OC1(C)C)c1ccc(N)nc1,CC1(C)OB(c2ccc(N)nc2)OC1(C)C,827614-64-2
2-AMINO-4-METHOXY-BENZOIC ACID,4294-95-5,,167.164,C8H9NO3,COc1ccc(C(O)=O)c(N)c1,COc1ccc(C(=O)O)c(N)c1,4294-95-5
2-AMINO-4-IODOPYRIDINE,1000981-72-5,,0,,,Nc1cc(I)ccn1,552331-00-7
2-AMINO-4-CHLOROTHIOPHENOL,1004-00-8,,159.63,C6H6ClNS,Nc1cc(Cl)ccc1S,Nc1cc(Cl)ccc1S,1004-00-8
"2-Amino-4-chlorobenzoic acid, 98%",89-77-0,,171.58,C7H6ClNO2,Nc1cc(Cl)ccc1C(O)=O,,
2-amino-4-bromopyridine,84249-14-9,,173.013,C5H5BrN2,Nc1cc(Br)ccn1,Nc1cc(Br)ccn1,84249-14-9
"2-AMINO-4,7-DIHYDRO-5H-THIENO[2,3-C]PYRIDINE-3,6-DICARBOXYLIC ACID 6-TERT BUTYL ESTER 3-ETHYL ESTER",193537-14-3,,326.41,C15H22N2O4S,CCOC(=O)c1c(N)sc2CN(CCc12)C(=O)OC(C)(C)C,CCOC(=O)c1c(N)sc2c1CCN(C(=O)OC(C)(C)C)C2,193537-14-3
"2-AMINO-4,5-DIMETHYL-3-FURANCARBONITRILE",5117-88-4,,136.154,C7H8N2O,Cc1oc(N)c(C#N)c1C,Cc1oc(N)c(C#N)c1C,5117-88-4
"2-AMINO-4,5,6,7-TETRAHYDRO-BENZO[B]THIOPHENE-3-CARBOXYLIC ACID METHYL ESTER",108354-78-5,,225.31,C11H15NO2S,CCOC(=O)c1c(N)sc2CCCCc12,COC(=O)c1c(N)sc2c1CCCC2,108354-78-5
2-Amino-3-methyl-benzoic acid,4389-45-1,,151.165,C8H9NO2,Cc1cccc(C(O)=O)c1N,Cc1cccc(C(=O)O)c1N,4389-45-1
2-Amino-3-fluorobenzoic acid,825-22-9,,155.128,C7H6FNO2,Nc1c(F)cccc1C(O)=O,Nc1c(F)cccc1C(=O)O,825-22-9
2-AMINO-3-CYANOTHIOPHENE,4651-82-5,,124.16,C5H4N2S,Nc1sccc1C#N,N#Cc1ccsc1N,4651-82-5
2-Amino-3-bromo-5-methylpyridine,17282-00-7,,187.04,C6H7BrN2,Cc1cnc(N)c(Br)c1,Cc1cnc(N)c(Br)c1,17282-00-7
2-amino-3-(trifluoromethyl)benzoic acid,23-03-4857,,0,,,Nc1c(C(=O)O)cccc1C(F)(F)F,313-12-2
2-AMINO-3-(TRIFLUOROMETHYL)BENZOIC ACID,313-12-2,,205.136,C8H6F3NO2,Nc1c(cccc1C(F)(F)F)C(O)=O,Nc1c(C(=O)O)cccc1C(F)(F)F,313-12-2
"2-Amino-3,5-dichlorobenzonitrile",36764-94-0,,187.02,C7H4Cl2N2,Nc1c(Cl)cc(Cl)cc1C#N,N#Cc1cc(Cl)cc(Cl)c1N,36764-94-0
"2-amino-3,5-dibromopyridine",35486-45-1,,0,,,Nc1ncc(Br)cc1Br,35486-42-1
"2-AMINO-3,5-DIBROMO-6-METHYLPYRIDINE",91872-10-5,,265.936,C6H6Br2N2,Cc1nc(N)c(Br)cc1Br,Cc1nc(N)c(Br)cc1Br,91845-57-7
"2-Amino-3,4-dichlorobenzoic acid",20776-62-9,,0,,,Nc1c(C(=O)O)ccc(Cl)c1Cl,20776-62-9
2-Amino-2-methylpropionic acid,62-57-7,,103.121,C4H9NO2,CC(C)(N)C(O)=O,CC(C)(N)C(=O)O,62-57-7
"2-Amino-2-methyl-1-propanol, 99%",124-68-5,,89.138,C4H11NO,CC(C)(N)CO,,
2-AMINO-1-PHENYLETHANOL,7568-93-6,,137.182,C8H11NO,NCC(O)c1ccccc1,NCC(O)c1ccccc1,7568-93-6
"2-Allylphenol, 99+%",1745-81-9,,134.178,C9H10O,Oc1ccccc1CC=C,,
2-Allyloxyethanol,111-45-5,,102.133,C5H10O2,OCCOCC=C,C=CCOCCO,111-45-5
2-Allylcyclohexanone,94-66-6,,138.21,C9H14O,C=CCC1CCCCC1=O,C=CCC1CCCCC1=O,94-66-6
2-Adamantanone,700-58-3,,150.221,C10H14O,[H][C@@]12C[C@@]3([H])C[C@@]([H])(C1)C(=O)[C@@]([H])(C2)C3 |r|,O=C1C2CC3CC(C2)CC1C3,700-58-3
2-Adamantanol,700-57-2,,152.237,C10H16O,[H][C@@]12C[C@@]3([H])C[C@@]([H])(C1)C(O)[C@@]([H])(C2)C3 |r|,OC1C2CC3CC(C2)CC1C3,700-57-2
"2-Acetylthiophene, 98%",88-15-3,,126.17,C6H6OS,CC(=O)c1cccs1,,
2-Acetylthiazole,24295-03-2,,127.16,C5H5NOS,CC(=O)c1nccs1,CC(=O)c1nccs1,24295-03-2
"2-Acetylpyridine, 98%",1122-62-9,,121.139,C7H7NO,CC(=O)c1ccccn1,,
2-ACETYLPHENYLBORONIC ACID,308103-40-4,,163.97,C8H9BO3,CC(=O)c1ccccc1B(O)O,CC(=O)c1ccccc1B(O)O,308103-40-4
"2-Acetylfuran, 99%",1192-62-7,,110.112,C6H6O2,CC(=O)c1ccco1,,
2-ACETYLCYCLOPENTANONE,1670-46-8,,126.155,C7H10O2,CC(=O)C1CCCC1=O,CC(=O)C1CCCC1=O,1670-46-8
"2-Acetylbutyrolactone, 99+%",517-23-7,,128.127,C6H8O3,CC(=O)C1CCOC1=O,,
2-Acetylbenzimidazole,939-70-8,,160.176,C9H8N2O,CC(=O)c1nc2ccccc2[nH]1,CC(=O)c1nc2ccccc2[nH]1,939-70-8
2-acetylamino-4-methyl-thiazole-5-sulfonyl chloride,69812-29-9,,254.7,C6H7ClN2O3S2,CC(=O)Nc1nc(C)c(s1)S(Cl)(=O)=O,CC(=O)Nc1nc(C)c(S(=O)(=O)Cl)s1,69812-29-9
"2-Acetyl-6-methoxynaphthalene, 98%",3900-45-6,,200.237,C13H12O2,COc1ccc2cc(ccc2c1)C(C)=O,,
"2-Acetyl-5-norbornene, mixture of endo and exo, techn.",5063-03-6,,136.194,C9H12O,"CC(=O)C1CC2CC1C=C2 |c:9,THB:1:3:6:9.8|",,
2-acetyl-5-norbornene,06-03-5063,,0,,,CC(=O)C1CC2C=CC1C2,5063-03-6
2-Acetyl-1-ethylpyrrole,39741-41-8,,137.182,C8H11NO,CCn1cccc1C(C)=O,CCn1cccc1C(C)=O,39741-41-8
2-Acetyl pyrrole,1072-83-9,,109.128,C6H7NO,CC(=O)c1ccc[nH]1,CC(=O)c1ccc[nH]1,1072-83-9
2-[4-(trifluoromethyl)phenyl]ethan-1-ol,2968-93-6,,190.165,C9H9F3O,OCCc1ccc(cc1)C(F)(F)F,OCCc1ccc(C(F)(F)F)cc1,2968-93-6
"2-[2-(Diphenylphosphino)ethyl]pyridine, min. 97%",10150-27-3,,291.334,C19H18NP,C(Cc1ccccn1)P(c1ccccc1)c1ccccc1,,
"2-[2-(4,5-dihydro-1,3-oxazol-2-yl)propan-2-yl]-4,5-dihydro-1,3-oxazole",165554-94-9,,182.223,C9H14N2O2,"CC(C)(C1=NCCO1)C1=NCCO1 |t:3,9|",CC(C)(C1=NCCO1)C1=NCCO1,165554-94-9
2-(TRIPHENYLPHOSPHORANYLIDENE)PROPIONALDEHYDE,24720-64-7,,318.356,C21H19OP,CC(C=O)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C=O)=P(c1ccccc1)(c1ccccc1)c1ccccc1,24720-64-7
2-(Trimethylsilyl)phenyl trifluoromethanesulfonate,88284-48-4,,298.35,C10H13F3O3SSi,C[Si](C)(C)c1ccccc1OS(=O)(=O)C(F)(F)F,C[Si](C)(C)c1ccccc1OS(=O)(=O)C(F)(F)F,88284-48-4
2-(Trimethylsilyl)ethanol,2916-68-9,,118.251,C5H14OSi,C[Si](C)(C)CCO,C[Si](C)(C)CCO,2916-68-9
"2-(Trimethylsiloxy)-1,3-cyclohexadiene",54781-19-0,,168.311,C9H16OSi,"C[Si](C)(C)OC1=CCCC=C1 |c:9,t:5|",C[Si](C)(C)OC1=CCCC=C1,54781-19-0
"2-(Trimethylsiloxy)-1,3-butadiene",38053-91-7,,142.273,C7H14OSi,C[Si](C)(C)OC(=C)C=C,C=CC(=C)O[Si](C)(C)C,38053-91-7
2-(Trifluoromethyl)styrene,395-45-9,,172.15,C9H7F3,FC(F)(F)c1ccccc1C=C,C=Cc1ccccc1C(F)(F)F,395-45-9
2-(Trifluoromethyl)pyridine,368-48-9,,147.1,C6H4F3N,FC(F)(F)c1ccccn1,FC(F)(F)c1ccccn1,368-48-9
2-(Trifluoromethyl)benzoic acid,433-97-6,,190.121,C8H5F3O2,OC(=O)c1ccccc1C(F)(F)F,O=C(O)c1ccccc1C(F)(F)F,433-97-6
2-(TRIFLUOROACETYL)PYRROLE,2557-70-2,,163.099,C6H4F3NO,FC(F)(F)C(=O)c1ccc[nH]1,O=C(c1ccc[nH]1)C(F)(F)F,2557-70-2
2-(TRICHLOROACETYL)PYRROLE,35302-72-8,,212.45,C6H4Cl3NO,ClC(Cl)(Cl)C(=O)c1ccc[nH]1,O=C(c1ccc[nH]1)C(Cl)(Cl)Cl,35302-72-8
2-(Tributylstannyl)oxazole,145214-05-7,,358.113,C15H29NOSn,[Sn;v0+4].[#6]-[#6]-[#6]-[#6-].[#6]-[#6]-[#6]-[#6-].[#6]-[#6]-[#6]-[#6-].c1co[c-]n1,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1ncco1,145214-05-7
2-(TERT-BUTYLDIMETHYLSILOXY)PENT-2-EN-4-ONE,69404-97-3,,214.38,C11H22O2Si,CC(=O)\C=C(/C)O[Si](C)(C)C(C)(C)C,CC(=O)C=C(C)O[Si](C)(C)C(C)(C)C,
2-(pyridin-3-yl)acetic acid,501-81-5,,137.138,C7H7NO2,OC(=O)Cc1cccnc1,O=C(O)Cc1cccnc1,501-81-5
2-(Pyridin-2-ylamino)benzoic acid,51440-34-7,,214.224,C12H10N2O2,OC(=O)c1ccccc1Nc1ccccn1,O=C(O)c1ccccc1Nc1ccccn1,51440-34-7
"2-(Pyridin-2-yl)-4,5-dihydrooxazole",119165-69-4,,148.165,C8H8N2O,C1CN=C(O1)c1ccccn1 |c:2|,c1ccc(C2=NCCO2)nc1,119165-69-4
2-(Prop-1-en-2-yl)aniline,52562-19-3,,133.194,C9H11N,CC(=C)c1ccccc1N,C=C(C)c1ccccc1N,52562-19-3
2-(Phenylthio)ethanol,699-12-7,,154.23,C8H10OS,OCCSc1ccccc1,OCCSc1ccccc1,699-12-7
2-(phenylsulfonyl)acetophenone,09-03-3406,,0,,,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1,3406-03-9
2-(METHYLTHIO) BENZALDEHYDE,7022-45-9,,152.21,C8H8OS,CSc1ccccc1C=O,CSc1ccccc1C=O,7022-45-9
2-(methylsulfonyl)-ethanamine hydrochloride,104458-24-4,,159.63,C3H10ClNO2S,Cl.CS(=O)(=O)CCN,CS(=O)(=O)CCN.Cl,104458-24-4
"2-(Methylamino)ethanol, 99%",109-83-1,,75.111,C3H9NO,CNCCO,,
2-(METHACRYLOYLOXY)ETHYL ACETOACETATE,21282-97-3,,214.217,C10H14O5,CC(=O)CC(=O)OCCOC(=O)C(C)=C,C=C(C)C(=O)OCCOC(=O)CC(C)=O,21282-96-2
2-(furan-2-yl)acetic acid,2745-26-8,,126.111,C6H6O3,OC(=O)Cc1ccco1,O=C(O)Cc1ccco1,2745-26-8
"2-(Furan-2-yl)-6-methyl-1,3,6,2-dioxazaborocane-4,8-dione",1104637-62-8,,0,,,CN1CC(=O)OB(c2ccco2)OC(=O)C1,1104637-62-8
"2-(Diphenylphosphino)-2'-(N,N-dimethylamino)biphenyl",240417-00-9,,381.459,C26H24NP,CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1,CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1,240417-00-9
2-(difluoromethoxy)-3-methoxy-4-nitrobenzaldehyde,1211651-24-9,,247.154,C9H7F2NO5,COc1c(OC(F)F)c(C=O)ccc1[N+]([O-])=O,COc1c([N+](=O)[O-])ccc(C=O)c1OC(F)F,1211651-24-9
2-(Dicyclohexylphosphino)biphenyl,247940-06-3,,350.486,C24H31P,C1CCC(CC1)P(C1CCCCC1)c1ccccc1-c1ccccc1,c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,247940-06-3
2-(Di-tert-butylphosphino)biphenyl,224311-51-7,,298.41,C20H27P,CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,224311-51-7
2-(cyclopropylamino)-2-methylpropanenitrile,791079-94-2,,124.187,C7H12N2,CC(C)(NC1CC1)C#N,CC(C)(C#N)NC1CC1,791079-94-2
2-(Chloromethyl)pyridine hydrochloride,6959-47-3,,164.03,C6H7Cl2N,Cl.ClCc1ccccn1,Cl.ClCc1ccccn1,6959-47-3
2-(but-3-en-1-yl)pyridine,2294-75-9,,133.194,C9H11N,C=CCCc1ccccn1,C=CCCc1ccccn1,2294-75-9
2-(BROMOMETHYL)PYRIDINE HYDROBROMIDE,31106-82-8,,252.937,C6H7Br2N,Br.BrCc1ccccn1,Br.BrCc1ccccn1,31106-82-8
2-(Bromomethyl)naphthalene,939-26-4,,221.097,C11H9Br,BrCc1ccc2ccccc2c1,BrCc1ccc2ccccc2c1,939-26-4
2-(bromomethyl)-6-pyrrolidin-1-ylpyridine,869901-04-2,,241.132,C10H13BrN2,BrCc1cccc(n1)N1CCCC1,BrCc1cccc(N2CCCC2)n1,869901-04-2
2-(BOC-Amino)ethanethiol,67385-09-5,,269.6,C9H7ClF3NO3,Cc1c(OC(F)(F)F)cnc(CC(O)=O)c1Cl,CC(C)(C)OC(=O)NCCS,67385-09-5
2-(Benzothioylthio)acetic acid,942-91-6,,212.28,C9H8O2S2,OC(=O)CSC(=S)c1ccccc1,O=C(O)CSC(=S)c1ccccc1,942-91-6
2-(benzenesulfonyl)-1-phenylethan-1-one,3406-03-9,,260.31,C14H12O3S,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1,3406-03-9
"2-(Aminomethyl)pyridine, 99%",3731-51-9,,0,,,,
"2-(7-Aza-1H-benzotriazole-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosphate",148893-10-1,,380.235,C10H15F6N6OP,F[P-](F)(F)(F)(F)F.[#6]-[#7](-[#6])-[#6](\[#8]-n1nnc2cccnc12)=[#7+](/[#6])-[#6],CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F,200731-31-3
2-(5-Bromo-2-methylbenzyl)-5-(4-fluorophenyl)thiophene,1030825-20-7,,361.27,C18H14BrFS,Cc1ccc(Br)cc1Cc1ccc(s1)-c1ccc(F)cc1,Cc1ccc(Br)cc1Cc1ccc(-c2ccc(F)cc2)s1,1030825-20-7
2-(4-tert-Butylphenyl)ethanol,5406-86-0,,178.275,C12H18O,CC(C)(C)c1ccc(CCO)cc1,CC(C)(C)c1ccc(CCO)cc1,5406-86-0
"2-(4-Phenylpiperazin-1-yl)-1,3,4-thiadiazole",2034354-50-0,,0,,,c1ccc(N2CCN(c3nncs3)CC2)cc1,2034354-50-0
2-(4-METHYLPHENYL)ETHANOL,699-02-5,,136.194,C9H12O,Cc1ccc(CCO)cc1,Cc1ccc(CCO)cc1,699-02-5
2-(4-methoxyphenyl)-2-oxoacetic acid,7099-91-4,,180.159,C9H8O4,COc1ccc(cc1)C(=O)C(O)=O,COc1ccc(C(=O)C(=O)O)cc1,7099-91-4
2-(4-Isopropylphenoxy)-1-(4-((6-methylpyridin-2-yl)oxy)piperidin-1-yl)ethanone,1797129-50-0,,0,,,Cc1cccc(OC2CCN(C(=O)COc3ccc(C(C)C)cc3)CC2)n1,1797129-50-0
2-(4-fluorophenyl)acetyl chloride,459-04-1,,172.58,C8H6ClFO,Fc1ccc(CC(Cl)=O)cc1,O=C(Cl)Cc1ccc(F)cc1,459-04-1
2-(4-FLUOROPHENYL)-2-OXOACETIC ACID,2251-76-5,,168.123,C8H5FO3,OC(=O)C(=O)c1ccc(F)cc1,O=C(O)C(=O)c1ccc(F)cc1,2251-76-5
"2-(4-CHLOROPHENYL)IMIDAZO[1,2-A]PYRIDINE",38922-74-6,,228.68,C13H9ClN2,Clc1ccc(cc1)-c1cn2ccccc2n1,Clc1ccc(-c2cn3ccccc3n2)cc1,38922-74-6
2-(4-(tert-butoxycarbonyl)piperazin-1-yl)acetic acid,156478-71-6,,244.291,C11H20N2O4,CC(C)(C)OC(=O)N1CCN(CC(O)=O)CC1,CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1,156478-71-6
"2-(4,4-dimethyl-4,5-dihydro-2-oxazolyl)pyridine",109660-12-0,,0,,,CC1(C)COC(c2ccccn2)=N1,109660-12-0
"2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzonitrile",214360-48-2,,229.09,C13H16BNO2,CC1(C)OB(OC1(C)C)c1ccccc1C#N,CC1(C)OB(c2ccccc2C#N)OC1(C)C,214360-48-2
2-(3-fluorophenyl)ethanol,52059-53-7,,140.157,C8H9FO,OCCc1cccc(F)c1,OCCc1cccc(F)c1,52059-53-7
2-(3-Fluorophenyl)-2-oxoacetic acid,79477-87-5,,168.123,C8H5FO3,OC(=O)C(=O)c1cccc(F)c1,O=C(O)C(=O)c1cccc(F)c1,79477-87-5
"2-(3-Bromopropyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",124215-44-7,,248.96,C9H18BBrO2,CC1(C)OB(CCCBr)OC1(C)C,CC1(C)OB(CCCBr)OC1(C)C,124215-44-7
"2-(3,4-Dimethoxyphenyl)ethanol",7417-21-2,,182.219,C10H14O3,COc1ccc(CCO)cc1OC,COc1ccc(CCO)cc1OC,7417-21-2
"2-(2-Thienyl)ethanol, 99%",5402-55-1,,128.19,C6H8OS,OCCc1cccs1,,
2-(2-Pyridyl)benzoxazole,32959-62-9,,196.209,C12H8N2O,c1ccc(nc1)-c1nc2ccccc2o1,c1ccc(-c2nc3ccccc3o2)nc1,32959-62-9
2-(2-Pyridyl)benzothiophene,38210-35-4,,213.3,C13H11NS,"S1C2C=CC=CC2C=C1c1ccccn1 |c:2,4,8|",c1ccc(-c2cc3ccccc3s2)nc1,38210-35-4
2-(2-PYRIDYL)BENZIMIDAZOLE,1137-68-4,,195.225,C12H9N3,c1ccc(nc1)-c1nc2ccccc2[nH]1,c1ccc(-c2nc3ccccc3[nH]2)nc1,1137-68-4
2-(2-Naphthyl)acetyl chloride,37859-25-9,,204.65,C12H9ClO,ClC(=O)Cc1ccc2ccccc2c1,O=C(Cl)Cc1ccc2ccccc2c1,37859-25-9
2-(2-METHYLPHENYL)PYRROLIDINE,129540-23-4,,161.248,C11H15N,Cc1ccccc1C1CCCN1,Cc1ccccc1C1CCCN1,129540-23-4
2-(2-METHYLAMINOETHYL)PYRIDINE,5638-76-6,,136.198,C8H12N2,CNCCc1ccccn1,CNCCc1ccccn1,5638-76-6
2-(2-Chlorophenyl)ethanol,19819-95-5,,156.61,C8H9ClO,OCCc1ccccc1Cl,OCCc1ccccc1Cl,19819-95-5
2-(2-Bromophenyl)cyclopropanecarboxylic Acid,767359-25-1,,241.084,C10H9BrO2,OC(=O)C1CC1c1ccccc1Br,O=C(O)C1CC1c1ccccc1Br,767359-25-1
"2-(2-Bromoethyl)-1,3-dioxane",33884-43-4,,195.056,C6H11BrO2,BrCCC1OCCCO1,BrCCC1OCCCO1,33884-43-4
"2-(2-Aminoethyl)pyridine, 95%",2706-56-1,,122.171,C7H10N2,NCCc1ccccn1,,
"2-(2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy)ethanol",9036-19-5,,294.435,C18H30O3,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,68310-57-6
"2-(2,4-DIFLUOROPHENYL)PYRIDINE",391604-55-0,,191.181,C11H7F2N,Fc1ccc(c(F)c1)-c1ccccn1,Fc1ccc(-c2ccccn2)c(F)c1,391604-55-0
2-(1-Pyrazolyl)benzyl Alcohol,741717-59-9,,174.203,C10H10N2O,OCc1ccccc1-n1cccn1,OCc1ccccc1-n1cccn1,741717-59-9
2-(1-CYCLOHEXENYL)ETHYLAMINE,3399-73-3,,125.215,C8H15N,NCCC1=CCCCC1 |t:3|,NCCC1=CCCCC1,3399-73-3
2-(1-CYCLOHEXENYL)CYCLOHEXANONE,1502-22-3,,178.275,C12H18O,O=C1CCCCC1C1=CCCCC1 |t:8|,O=C1CCCCC1C1=CCCCC1,1502-22-3
"2-(1,3-Dioxolan-2-yl)ethyltriphenylphosphonium bromide",86608-70-0,,443.321,C23H24BrO2P,[Br-].C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C1OCCO1,[Br-].c1ccc([P+](CCC2OCCO2)(c2ccccc2)c2ccccc2)cc1,86608-70-0
"2-(1,3-Dioxo-2-isoindolinyl)acetaldehyde",2913-97-5,,189.17,C10H7NO3,O=CCN1C(=O)c2ccccc2C1=O,O=CCN1C(=O)c2ccccc2C1=O,2913-97-5
"2-(1,2-DIMETHYL-1-PROPEN-1-YL)-4,4,5,5-TETRAMETHYL-1,3,2-DIOXABOROLANE",219488-99-0,,196.1,C11H21BO2,[#6]\[#6](-[#6])=[#6](\[#6])-[#5]-1-[#8]C([#6])([#6])C([#6])([#6])[#8]-1,CC(C)=C(C)B1OC(C)(C)C(C)(C)O1,219488-99-0
"2,8-BIS(TRIFLUOROMETHYL)-4-CHLOROQUINOLINE",83012-13-9,,299.6,C11H4ClF6N,FC(F)(F)c1cc(Cl)c2cccc(c2n1)C(F)(F)F,FC(F)(F)c1cc(Cl)c2cccc(C(F)(F)F)c2n1,83012-13-9
"2,7-Dinitro-9-fluorenone",31551-45-8,,270.2,C13H6N2O5,[O-][N+](=O)c1ccc2-c3ccc(cc3C(=O)c2c1)[N+]([O-])=O,O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,31551-45-8
"2,7-Dimethoxynaphthalene",3469-26-9,,188.226,C12H12O2,COc1ccc2ccc(OC)cc2c1,COc1ccc2ccc(OC)cc2c1,3469-26-9
"2,7-Dimethoxy-9H-thioxanthen-9-one",435344-88-0,,274.33,C15H14O3S,"COC1=CC2C(Sc3ccc(OC)cc3C2=O)C=C1 |c:19,t:2|",COc1ccc2sc3ccc(OC)cc3c(=O)c2c1,435344-88-0
"2,7-Dimethoxy-9-mesityl-10-methylacridinium tetrafluoroborate",,,0,,,COc1ccc2c(c1)c(-c1c(C)cc(C)cc1C)c1cc(OC)ccc1[n+]2C.F[B-](F)(F)F,2635339-81-8
"2,6-Pyridinedimethanol",1195-59-1,,139.154,C7H9NO2,OCc1cccc(CO)n1,OCc1cccc(CO)n1,1195-59-1
"2,6-Pyridinedicarboxylic acid, 99%",499-83-2,,167.12,C7H5NO4,OC(=O)c1cccc(n1)C(O)=O,,
"2,6-Pyridinedicarboxaldehyde",5431-44-7,,135.122,C7H5NO2,O=Cc1cccc(C=O)n1,O=Cc1cccc(C=O)n1,5431-44-7
"2,6-Lutidine, 99%",108-48-5,,107.156,C7H9N,Cc1cccc(C)n1,,
"2,6-diphenylphenol",03-11-2432,,0,,,Oc1c(-c2ccccc2)cccc1-c1ccccc1,2432-11-3
"2,6-Diphenylphenol",2432-11-3,,246.309,C18H14O,Oc1c(cccc1-c1ccccc1)-c1ccccc1,Oc1c(-c2ccccc2)cccc1-c1ccccc1,2432-11-3
"2,6-Diphenylisonicotinic acid",38947-57-8,,275.307,C18H13NO2,OC(=O)c1cc(nc(c1)-c1ccccc1)-c1ccccc1,O=C(O)c1cc(-c2ccccc2)nc(-c2ccccc2)c1,38947-57-8
"2,6-Dimethylpyridine N-oxide",1073-23-0,,123.155,C7H9NO,Cc1cccc(C)[n+]1[O-],Cc1cccc(C)[n+]1[O-],1073-23-0
"2,6-dimethylphenylboronic acid",100379-00-8,,149.98,C8H11BO2,Cc1cccc(C)c1B(O)O,Cc1cccc(C)c1B(O)O,100379-00-8
"2,6-Dimethylphenol, 99%",576-26-1,,122.167,C8H10O,Cc1cccc(C)c1O,,
"2,6-Dimethylfluorobenzene",443-88-9,,124.158,C8H9F,Cc1cccc(C)c1F,Cc1cccc(C)c1F,443-88-9
"2,6-Dimethylbenzaldehyde",1123-56-4,,134.178,C9H10O,Cc1cccc(C)c1C=O,Cc1cccc(C)c1C=O,1123-56-4
"2,6-Dimethylaniline, 99%",87-62-7,,121.183,C8H11N,Cc1cccc(C)c1N,,
"2,6-Dimethyl-5-heptenal",106-72-9,,140.226,C9H16O,[#6]-[#6](-[#6]-[#6]\[#6]=[#6](\[#6])-[#6])-[#6]=O,CC(C)=CCCC(C)C=O,106-72-9
"2,6-Dimethyl-4-heptanone, 80%, remainder mainly 4,6-dimethyl-2-heptanone, tech.",108-83-8,,142.242,C9H18O,CC(C)CC(=O)CC(C)C,,
"2,6-Dimethyl-4-fluorophenol",2338-56-9,,140.157,C8H9FO,Cc1cc(F)cc(C)c1O,Cc1cc(F)cc(C)c1O,2338-56-9
"2,6-Dimethoxypyridine, 99%",6231-18-1,,139.154,C7H9NO2,COc1cccc(OC)n1,,
"2,6-Dimethoxyphenol, 99%",91-10-1,,154.165,C8H10O3,COc1cccc(OC)c1O,,
"2,6-Dimethoxybenzaldehyde",3392-97-0,,166.176,C9H10O3,COc1cccc(OC)c1C=O,COc1cccc(OC)c1C=O,3392-97-0
"2,6-Diisopropylphenylimido neophylidenemolybdenum(VI) bis(hexafluoro-t-butoxide) SCHROCK'S CATALYST",139220-25-0,,766.55,C30H36F12MoNO2,CC(C)([CH2-])c1ccccc1.CC([O-])(C(F)(F)F)C(F)(F)F.CC([O-])(C(F)(F)F)C(F)(F)F.CC(C)c1cccc(C(C)C)c1N=[Mo+3],,
"2,6-Diisopropylaniline",24544-04-5,,177.291,C12H19N,CC(C)c1cccc(C(C)C)c1N,CC(C)c1cccc(C(C)C)c1N,24544-04-5
"2,6-DIIODO-4-NITROANILINE",5398-27-6,,389.919,C6H4I2N2O2,Nc1c(I)cc(cc1I)[N+]([O-])=O,Nc1c(I)cc([N+](=O)[O-])cc1I,5398-27-6
"2,6-dihydroxypyrrolo[3,4-f]isoindole-1,3,5,7(2H,6H)-tetraone",57583-53-6,,248.15,C10H4N2O6,On1c(=O)c2cc3c(cc2c1=O)c(=O)n(O)c3=O,O=c1c2cc3c(=O)n(O)c(=O)c3cc2c(=O)n1O,57583-53-6
"2,6-Difluoropyridine",1513-65-1,,115.083,C5H3F2N,Fc1cccc(F)n1,Fc1cccc(F)n1,1513-65-1
